olddrugname,cleandrugname
omalizumab_inj 150mg/ml pfs,omalizumab
omalizumab_inj 75mg/0.5ml pfs,omalizumab
omalizumab150mg/1mlsolutionforinjectionpre-filledsyringes,omalizumab
omalizumab75mg/0.5mlsolutionforinjectionpre-filledsyringes,omalizumab
omalizumabadmin tag,omalizumab
omalizumabpre-filledsyringe150mg,omalizumab
omalizumabpre-filledsyringe75mg,omalizumab
orencia,abatacept
orencia  250mg powder for concentrate for solution for infusion,abatacept
orencia 125mg click pens <4>,abatacept
orencia 125mg click pens <8>,abatacept
orencia 125mg p/f/s click <4>,abatacept
orencia 125mg pfs <4>,abatacept
ranibizumab,VEGF
ranibizumab,VEGF
ranibizumab,VEGF
ranibizumab  (lucentis) 10 mg in 1ml injection,VEGF
ranibizumab (0.165ml),VEGF
ranibizumab (10mg in 1ml),VEGF
ranibizumab (10mg/ml),VEGF
ranibizumab (left eye),VEGF
ranibizumab (lucentis),VEGF
ranibizumab (lucentis) 10 mg in 1ml injection 0.05 ml prefilled syringe,VEGF
ranibizumab (lucentis) drug costs,VEGF
ranibizumab (new device),VEGF
ranibizumab (pfs) 10 mg in 1ml injection,VEGF
ranibizumab (right eye),VEGF
ranibizumab [lucentis] 1.65 mg/0.165ml soln for inject pf syringes,VEGF
ranibizumab 0.165ml (1.65mg) pfs 10 mg in 1ml intravitreal injection,VEGF
ranibizumab 0.5 mg in 0.05ml pre-filled syringe,VEGF
ranibizumab 0.5 mg prefilled syringe,VEGF
ranibizumab 0.5mg/0.05ml  prefilled syringe,VEGF
ranibizumab 0.5mg/0.05ml !prefilled syringe,VEGF
ranibizumab 0.5mg/0.05ml pre-filled syringe (lucen,VEGF
ranibizumab 0.5mg/0.05ml syringe (1),VEGF
ranibizumab 0.5mg/0.05ml syringe (1),VEGF
ranibizumab 1.65 mg in 0.165ml intravitreal injection,VEGF
ranibizumab 1.65mg/0.165ml solution for injection,VEGF
ranibizumab 1.65mg/0.165ml solution for injection pre-filled syringes,VEGF
ranibizumab 1.65mg/0.165ml solution for injection pre-filled syringes,VEGF
ranibizumab 1.65mg/0.165ml solution for injection pre-filled syringes-á,VEGF
ranibizumab 10 mg in 1 ml intravitreal injection 1 pre-filled syringe ampoule,VEGF
ranibizumab 10 mg in 1ml injection,VEGF
ranibizumab 10 mg in 1ml pre-filled syringe,VEGF
ranibizumab 10mg in 1ml (0.165ml to deliver 0.05ml)  prefilled syringe,VEGF
ranibizumab 10mg/1ml injection (0.23ml),VEGF
ranibizumab 1650mcg/0.165ml,VEGF
ranibizumab 2.3mg/0.23ml injection,VEGF
ranibizumab 3mg/0.3ml solution for injection vials 1 vial,VEGF
ranibizumab 500micrograms/0.05mlintravitreal in (s,VEGF
ranibizumab lucentis 10 mg in 1ml injection,VEGF
ranibizumab!0.5mg pre-filled syringe,VEGF
ranibizumab!0.5mg/0.05ml!syringe,VEGF
ranibizumab!1.65mg/0.165ml!pre filled syringe (1),VEGF
ranibizumab!10mg/ml!pre-filled syringe (0.165ml syringe),VEGF
ranibizumab!2.3mg/0.23ml!injection,VEGF
ranibizumab^,VEGF
ranibizumab^ 1.65 mg pre-filled syringe,VEGF
ranibizumab^ 500 micrograms in 0.05ml (intra-occul,VEGF
remicade,infliximab
remicade $,infliximab
remicade (infliximab),infliximab
remicade (infliximab),infliximab
remicade (infliximab),infliximab
remicade (infliximab) intra-venous infusion 100mg,infliximab
remicade (infliximab) iv infusion <700mg civas vs,infliximab
remsima,infliximab
remsima,infliximab
remsima $,infliximab
remsima (infliximab),infliximab
remsima (infliximab),infliximab
remsima (infliximab) in sodium chloride 0.9,infliximab
remsima (infliximab) in sodium chloride 0.9%,infliximab
remsima (infliximab)!200mg!infusion (pd),infliximab
remsima (infliximab)!300mg!infusion (pd),infliximab
remsima (infliximab)!400mg!infusion (pd),infliximab
remsima (infliximab)!600mg!infusion (pd),infliximab
remsima 100mg powder for concentrate for solution for infusion vials (napp pharmaceuticals ltd),infliximab
remsima 100mg powder for concentrate for solution for infusion vials (napp pharmaceuticals ltd) 1 vial,infliximab
reslizumab,anti-eosinophils
reslizumab,anti-eosinophils
reslizumab (cinqaero),anti-eosinophils
reslizumab 100 mg in 10ml injection,anti-eosinophils
reslizumab 100 mg in 10ml injection,anti-eosinophils
reslizumab 100mg 10ml conc. for solution for infus,anti-eosinophils
reslizumab 100mg/10ml conc. for solution for inf. (1),anti-eosinophils
reslizumab 25 mg in 2.5ml injection,anti-eosinophils
reslizumab 25 mg in 2.5ml injection,anti-eosinophils
reslizumab 25mg 2.5ml conc. for solution for infus,anti-eosinophils
reslizumab 25mg/2.5ml conc. for solution for inf. (1),anti-eosinophils
reslizumab!100mg/10ml!conc. for solution for inf. (1),anti-eosinophils
reslizumab!100mg/10ml!conc. for solution for infus,anti-eosinophils
reslizumab!25mg/2.5ml!conc. for solution for inf. (1),anti-eosinophils
reslizumab!25mg/2.5ml!conc. for solution for infus,anti-eosinophils
risankizumab,IL23
risankizumab   ,IL23
risankizumab ( (homecare),IL23
risankizumab (home) 75 mg subcutaneous injection,IL23
risankizumab (skyrizi - homecare) 75 mg in 0.83ml pre-filled syringe,IL23
risankizumab 75mg in 0.83ml (skyrizi) (homecare) 75 mg pre-filled syringe,IL23
risankizumab 75mg/0.83ml solution for injection (2),IL23
risankizumab pas scheme (skyrizi) 75 mg pre-filled syringe,IL23
risankizumab pas scheme (skyrizi)_(homecare) 75 mg pre-filled syringe,IL23
rituximab,B cell
rituximab,B cell
rituximab,B cell
rituximab-mabthera rapid,B cell
rituximab-mabthera rapid enrich,B cell
rituximab-mabthera sc,B cell
rituximab 'truxima' (ith),B cell
rituximab - 10ml!infusion (mabthera),B cell
rituximab - gain share,B cell
rituximab - mabthera,B cell
rituximab - mabthera - rapid,B cell
rituximab - mabthera!1400mg/11.7ml!injection,B cell
rituximab - mabthera!500mg/50ml!infusion,B cell
rituximab - mabthera!extemp bag 250ml,B cell
rituximab - rixathon,B cell
rituximab - rixathon - rapid,B cell
rituximab - rnal imn cte,B cell
rituximab - truxima,B cell
rituximab - truxima!100mg/10ml!infusion,B cell
rituximab - truxima!extemp bag 100ml,B cell
rituximab - truxima!extemp bag 500ml,B cell
rituximab   mabthera 1400mg 11.7ml injection,B cell
rituximab   truxima 100mg 10ml infusion,B cell
rituximab   truxima 500mg injection,B cell
rituximab  (truxima) 500mg in nacl 0.9% 300ml,B cell
rituximab  (truxima) 500mg in nacl 0.9% 500ml,B cell
rituximab  (truxima) 900mg in nacl 0.9% 250ml,B cell
"rituximab  1,400mg/11.7ml subcutaneous injection",B cell
rituximab  500mg/50ml  conc for soln for inf. (truxima),B cell
rituximab  500mg/50ml  infusion (mabthera),B cell
rituximab  intravenous infusion *,B cell
rituximab $,B cell
rituximab $ (mabthera),B cell
rituximab $ (truxima),B cell
rituximab (600ml) rheumatology 1000 mg in 600ml intravenous infusion,B cell
rituximab (baxter) 1000mg in sodium chloride 0.9%,B cell
rituximab (beigene bgb-3111-304)  intravenous infusion *,B cell
rituximab (bi) mabthera,B cell
rituximab (bi) mabthera 600 mg in sodium chloride 0.9% intravenous infusion 1 bag stock dose,B cell
rituximab (bi) mabthera 700 mg in sodium chloride 0.9% intravenous infusion 1 bag stock dose,B cell
rituximab (bi) mabthera 800 mg in sodium chloride 0.9% intravenous infusion 1 bag stock dose,B cell
rituximab (bi) truxima,B cell
rituximab (bi) truxima 100 mg in sodium chloride 0.9% intravenous infusion 1 bag dose,B cell
rituximab (bi) truxima 1000 mg in sodium chloride 0.9% intravenous infusion 1 bag dose,B cell
rituximab (bi) truxima 1000 mg in sodium chloride 0.9% intravenous infusion 1 bag stock dose,B cell
rituximab (bi) truxima 170 mg in sodium chloride 0.9% intravenous infusion 1 bag dose,B cell
rituximab (bi) truxima 174 mg in sodium chloride 0.9% intravenous infusion 1 bag dose,B cell
rituximab (bi) truxima 200 mg in sodium chloride 0.9% intravenous infusion 1 bag dose,B cell
rituximab (bi) truxima 220 mg in sodium chloride 0.9% intravenous infusion 1 bag dose,B cell
rituximab (bi) truxima 300 mg in sodium chloride 0.9% intravenous infusion 1 bag dose,B cell
rituximab (bi) truxima 400 mg in sodium chloride 0.9% intravenous infusion 1 bag dose,B cell
rituximab (bi) truxima 500 mg in sodium chloride 0.9% intravenous infusion 1 bag dose,B cell
rituximab (bi) truxima 500 mg in sodium chloride 0.9% intravenous infusion 1 bag stock dose,B cell
rituximab (bi) truxima 600 mg in sodium chloride 0.9% intravenous infusion 1 bag dose,B cell
rituximab (bi) truxima 600 mg in sodium chloride 0.9% intravenous infusion 1 bag stock dose,B cell
rituximab (bi) truxima 700 mg in sodium chloride 0.9% intravenous infusion 1 bag dose,B cell
rituximab (bi) truxima 700 mg in sodium chloride 0.9% intravenous infusion 1 bag stock dose,B cell
rituximab (bi) truxima 800 mg in sodium chloride 0.9% intravenous infusion 1 bag dose,B cell
rituximab (bi) truxima 800 mg in sodium chloride 0.9% intravenous infusion 1 bag stock dose,B cell
rituximab (bi) truxima 81 mg in sodium chloride 0.9% intravenous infusion 1 bag dose,B cell
rituximab (bi) truxima 87.5 mg in sodium chloride 0.9% intravenous infusion 1 bag dose,B cell
rituximab (bi) truxima 88.5 mg in sodium chloride 0.9% intravenous infusion 1 bag dose,B cell
rituximab (bi) truxima 90 mg in sodium chloride 0.9% intravenous infusion 1 bag dose,B cell
rituximab (bi) truxima 900 mg in sodium chloride 0.9% intravenous infusion 1 bag dose,B cell
rituximab (bi) truxima 900 mg in sodium chloride 0.9% intravenous infusion 1 bag stock dose,B cell
rituximab (bi) truxima 96.5 mg in sodium chloride 0.9% intravenous infusion 1 bag dose,B cell
rituximab (haem/onc),B cell
rituximab (intravenous),B cell
rituximab (intravenous) (mabthera),B cell
rituximab (intravenous) truxima,B cell
rituximab (iv) (mabthera),B cell
rituximab (iv) (truxima),B cell
rituximab (m025455)  subcutaneous injection *,B cell
rituximab (mab thera) 500 mg in 50ml intravenous infusion,B cell
rituximab (mabthera for subcutaneous bolus),B cell
rituximab (mabthera for subcutaneous use),B cell
rituximab (mabthera),B cell
rituximab (mabthera) - do not use 1400 mg in 11.7ml subcutaneous injection 1 vial pack,B cell
rituximab (mabthera)  intravenous infusion *,B cell
rituximab (mabthera) (foc) intravenous,B cell
rituximab (mabthera) 100 mg in 100ml sodium chloride 0.9% infusion,B cell
rituximab (mabthera) 100 mg in 10ml injection,B cell
rituximab (mabthera) 100 mg in 10ml injection,B cell
rituximab (mabthera) 100 mg injection,B cell
rituximab (mabthera) 1000 mg in 500ml sodium chloride 0.9% infusion *,B cell
rituximab (mabthera) 1000mg,B cell
rituximab (mabthera) 1000mg sodium chloride 0.9% bp,B cell
rituximab (mabthera) 1400 mg in 11.7ml subcutaneo,B cell
rituximab (mabthera) 1400 mg in 11.7ml subcutaneou,B cell
rituximab (mabthera) 1400 mg in 11.7ml subcutaneous injection,B cell
rituximab (mabthera) 1400 mg in 11.7ml subcutaneous injection 1 vial pack,B cell
rituximab (mabthera) 1400 mg subcutaneous injection,B cell
rituximab (mabthera) 1400 mg subcutaneous injection,B cell
rituximab (mabthera) 1400 mg subcutaneous injection *,B cell
rituximab (mabthera) 1400mg in 11.7ml subcutaneous injection,B cell
rituximab (mabthera) 500 mg in 50ml injection,B cell
rituximab (mabthera) 500 mg in 50ml injection,B cell
rituximab (mabthera) 500 mg injection,B cell
rituximab (mabthera) 550 mg in 500ml sodium chloride 0.9% infusion *,B cell
rituximab (mabthera) 600 mg in 500ml sodium chloride 0.9% infusion,B cell
rituximab (mabthera) 600 mg in 500ml sodium chloride 0.9% infusion *,B cell
rituximab (mabthera) 650 mg in 500ml sodium chloride 0.9% infusion *,B cell
rituximab (mabthera) 700 mg in 500ml sodium chloride 0.9% infusion *,B cell
rituximab (mabthera) 700mg formula in 500ml in nacl 0.9%,B cell
rituximab (mabthera) 800 mg in 500ml sodium chloride 0.9% infusion,B cell
rituximab (mabthera) 800 mg in 500ml sodium chloride 0.9% infusion *,B cell
rituximab (mabthera) 900 mg in 500ml sodium chloride 0.9% infusion *,B cell
rituximab (mabthera) in 600ml sodium chloride 0.9%,B cell
rituximab (mabthera) in sodium chloride 0.9% 1000 mg infusion,B cell
rituximab (mabthera) in sodium chloride 0.9% 600 mg infusion,B cell
rituximab (mabthera) in sodium chloride 0.9% 700 mg infusion,B cell
rituximab (mabthera) in sodium chloride 0.9% 800 mg infusion,B cell
rituximab (mabthera) injection,B cell
rituximab (mabthera) intravenous,B cell
rituximab (mabthera) iv infusion,B cell
rituximab (mabthera) pre-filled syringe 1400mg,B cell
rituximab (mabthera) sc,B cell
rituximab (mabthera) sub-cutaneous injection 1400m,B cell
rituximab (mabthera) subcutaneous,B cell
rituximab (mabthera) subcutaneous,B cell
rituximab (mabthera) subcutaneous (foc),B cell
rituximab (mabthera)!extemp bag 500ml,B cell
rituximab (mabthera)(subcutaneous),B cell
rituximab (patient specific) various,B cell
rituximab (patient specific) various infusion,B cell
rituximab (rituximab  infusion),B cell
rituximab (rituximab (mabthera) mg subcutaneous injection),B cell
rituximab (rituximab (truxima)  solution for infusion),B cell
rituximab (rituximab (truxima) 100 mg in 10ml solution for infusion),B cell
rituximab (rituximab (truxima) 1000mg in 250ml sodium chloride 0.9%  intravenous infusion),B cell
rituximab (rituximab (truxima) 500 mg in 50ml solution for infusion),B cell
rituximab (rixathon),B cell
rituximab (rixathon) $,B cell
rituximab (rixathon) cytos,B cell
rituximab (rixathon) injection 100mg in 10ml,B cell
rituximab (rixathon) injection 500mg in 50ml,B cell
rituximab (rixathon)700mg/500ml infusion,B cell
rituximab (sc) (mabthera),B cell
rituximab (special),B cell
rituximab (sub-cut) mabthera 1400 mg in 11.7ml subcutaneous injection 1 x 11.7ml vial pack,B cell
rituximab (subcutaneous),B cell
rituximab (subcutaneous),B cell
rituximab (subcutaneous) (mabthera),B cell
rituximab (subcutaneous) 1400 mg injection,B cell
rituximab (truxima),B cell
rituximab (truxima),B cell
rituximab (truxima)  infusion,B cell
rituximab (truxima)  infusion 1 bag pack,B cell
rituximab (truxima)  intravenous infusion *,B cell
rituximab (truxima)  intravenous infusion * (1000mg in 600ml),B cell
rituximab (truxima)  intravenous infusion * (700mg in 570ml),B cell
rituximab (truxima)  intravenous infusion * (900mg in 590ml),B cell
rituximab (truxima) (1 x 250ml,B cell
rituximab (truxima) (1 x 250ml bag pack),B cell
rituximab (truxima) (1 x 50ml ,B cell
rituximab (truxima) (1 x 50ml vial pack),B cell
rituximab (truxima) (1 x 570ml bag pack),B cell
rituximab (truxima) (1 x 580ml bag pack),B cell
rituximab (truxima) (1 x 590ml bag pack),B cell
rituximab (truxima) (2 x 10ml vial pack),B cell
rituximab (truxima) (250mg to,B cell
rituximab (truxima) (600mg &,B cell
rituximab (truxima) (cte for imn),B cell
rituximab (truxima) (g-s),B cell
rituximab (truxima) 1 mg intravenous infusion,B cell
rituximab (truxima) 100 mg in 10ml injection,B cell
rituximab (truxima) 100 mg in 10ml injection,B cell
rituximab (truxima) 100 mg in 10ml injection,B cell
rituximab (truxima) 100 mg injection,B cell
rituximab (truxima) 1000 mg in 1000ml infusion,B cell
rituximab (truxima) 1000 mg in 320ml of sodium chl,B cell
rituximab (truxima) 1000 mg in 500ml sodium chloride 0.9% infusion *,B cell
rituximab (truxima) 1000 mg in 600ml sodium chloride 0.9% infusion *,B cell
rituximab (truxima) 1000 mg in 600ml sodium chloride 0.9% intravenous infusion,B cell
rituximab (truxima) 1000mg,B cell
rituximab (truxima) 1000mg,B cell
rituximab (truxima) 1000mg-340ml nacl 0.9% bath asu,B cell
rituximab (truxima) 1000mg  -340ml nacl 0.9% bath asu,B cell
rituximab (truxima) 1000mg [totvol: 620ml],B cell
rituximab (truxima) 1000mg in 250ml sodium chloride 0.9%  intravenous infusion,B cell
rituximab (truxima) 1000mg in 500ml sodium chloride 0.9%,B cell
rituximab (truxima) 1000mg in 600ml sodium chloride 0.9%  intravenous infusion,B cell
rituximab (truxima) 1000mg in sodium chloride 0.9% 600ml,B cell
rituximab (truxima) 1000mg/340ml nacl 0.9% bath as,B cell
rituximab (truxima) 1000mg/340ml nacl 0.9% bath asu,B cell
rituximab (truxima) 1000mg/600ml sodium chloride 0,B cell
rituximab (truxima) 1000mg/600ml sodium chloride 0.9% intravenous infusion,B cell
rituximab (truxima) 100mg/10ml infusion,B cell
rituximab (truxima) 100mg/10ml infusion (2 vials),B cell
rituximab (truxima) 1g in 600ml sodium chloride 0,B cell
rituximab (truxima) 1g in 600ml sodium chloride 0.,B cell
rituximab (truxima) 200mg in 100ml sodium chloride 0.9%,B cell
rituximab (truxima) 400mg in sodium chloride 0.9% 290ml,B cell
rituximab (truxima) 500 mg in 500ml sodium chloride 0.9% infusion *,B cell
rituximab (truxima) 500 mg in 50ml injection,B cell
rituximab (truxima) 500 mg in 50ml injection,B cell
rituximab (truxima) 500 mg in 50ml injection,B cell
rituximab (truxima) 500 mg in 50ml injection for infusion,B cell
rituximab (truxima) 500 mg in 50ml intravenous in,B cell
rituximab (truxima) 500 mg in 50ml intravenous inf,B cell
rituximab (truxima) 500 mg in 50ml intravenous infusion,B cell
rituximab (truxima) 500 mg in 50ml solution for infusion,B cell
rituximab (truxima) 500 mg in 550ml sodium chloride 0.9& infusion *,B cell
rituximab (truxima) 500 mg injection,B cell
rituximab (truxima) 500mg [totvol: 520ml],B cell
rituximab (truxima) 500mg formula in 500ml in nacl 0.9%,B cell
rituximab (truxima) 500mg in 250ml sodium chloride 0.9%,B cell
rituximab (truxima) 500mg in 500ml sodium chloride 0.9%,B cell
rituximab (truxima) 500mg/50ml infusion,B cell
rituximab (truxima) 500mg/50ml infusion (1 vial),B cell
rituximab (truxima) 550 mg in 500ml sodium chloride 0.9% infusion *,B cell
rituximab (truxima) 550 mg in 555ml sodium chloride 0.9% infusion *,B cell
rituximab (truxima) 600 mg in 500ml sodium chloride 0.9% infusion,B cell
rituximab (truxima) 600 mg in 500ml sodium chloride 0.9% infusion *,B cell
rituximab (truxima) 600 mg in 500ml sodium chloride 0.9% intravenous infusion,B cell
rituximab (truxima) 600 mg in 560ml sodium chloride 0.9% infusion *,B cell
rituximab (truxima) 600 mg in 560ml sodium chloride 0.9% intravenous infusion,B cell
rituximab (truxima) 600mg / 310ml nacl 0.9% bath a,B cell
rituximab (truxima) 600mg formula in 500ml in nacl 0.9%,B cell
rituximab (truxima) 600mg in 0.9% sodium chloride 560ml,B cell
rituximab (truxima) 600mg in 500ml sodium chloride,B cell
rituximab (truxima) 600mg in 500ml sodium chloride 0.9%,B cell
rituximab (truxima) 600mg in 500ml sodium chloride 0.9% intravenous infusion,B cell
rituximab (truxima) 600mg in nacl 0.9% (560ml),B cell
rituximab (truxima) 600mg in sodium chloride 0.9% 560ml,B cell
rituximab (truxima) 650 mg in 500ml sodium chloride 0.9% infusion *,B cell
rituximab (truxima) 650 mg in 565ml sodium chloride 0.9% infusion *,B cell
rituximab (truxima) 650mg in 500ml sodium chloride,B cell
rituximab (truxima) 650mg in 500ml sodium chloride 0.9%  intravenous infusion,B cell
rituximab (truxima) 700 mg in 500ml sodium chloride 0.9% infusion,B cell
rituximab (truxima) 700 mg in 500ml sodium chloride 0.9% infusion *,B cell
rituximab (truxima) 700 mg in 500ml sodium chloride 0.9% intravenous infusion,B cell
rituximab (truxima) 700 mg in 570ml sodium chloride 0.9% infusion *,B cell
rituximab (truxima) 700mg formula in 500ml in nacl 0.9%,B cell
rituximab (truxima) 700mg in 0.9% sodium chloride 570ml,B cell
rituximab (truxima) 700mg in 500ml nacl 0.9% (inf) (1),B cell
rituximab (truxima) 700mg in 500ml sodium chloride 0.9%,B cell
rituximab (truxima) 700mg in 500ml sodium chloride 0.9% intravenous infusion,B cell
rituximab (truxima) 700mg in nacl 0.9% (570ml),B cell
rituximab (truxima) 700mg in sodium chloride 0.9% 570ml,B cell
rituximab (truxima) 700mg/ 320ml nacl 0.9% bath as,B cell
rituximab (truxima) 700mg/500ml sodium chloride 0.,B cell
rituximab (truxima) 700mg/500ml sodium chloride 0.9% intravenous infusion,B cell
rituximab (truxima) 800 mg in 500ml sodium chloride 0.9% infusion,B cell
rituximab (truxima) 800 mg in 500ml sodium chloride 0.9% infusion *,B cell
rituximab (truxima) 800 mg in 500ml sodium chloride 0.9% intravenous infusion,B cell
rituximab (truxima) 800 mg in 580ml sodium chloride 0.9% infusion *,B cell
rituximab (truxima) 800mg formula in 500ml in nacl 0.9%,B cell
rituximab (truxima) 800mg in 0.9% sodium chloride 580ml,B cell
rituximab (truxima) 800mg in 500ml sodium chloride 0.9%,B cell
rituximab (truxima) 800mg in 500ml sodium chloride 0.9% intravenous infusion,B cell
rituximab (truxima) 800mg in nacl 0.9% (580ml),B cell
rituximab (truxima) 800mg in sodium chloride 0.9% 580ml,B cell
rituximab (truxima) 800mg/500ml sodium chloride 0.,B cell
rituximab (truxima) 800mg/500ml sodium chloride 0.9% intravenous infusion,B cell
rituximab (truxima) 900 mg in 500ml sodium chloride 0.9% infusion *,B cell
rituximab (truxima) 900 mg in 590ml sodium chloride 0.9% infusion *,B cell
rituximab (truxima) 900mg in 500ml sodium chloride 0.9%,B cell
rituximab (truxima) 900mg in nacl 0.9% (590ml),B cell
rituximab (truxima) do not use  infusion 1 bag pack,B cell
rituximab (truxima) in nacl 0.9% (bathasu),B cell
rituximab (truxima) in sodium chloride 0.9%,B cell
rituximab (truxima) in sodium chloride 0.9% 100 mg infusion,B cell
rituximab (truxima) in sodium chloride 0.9% 1000 mg infusion,B cell
rituximab (truxima) in sodium chloride 0.9% 1100 mg infusion,B cell
rituximab (truxima) in sodium chloride 0.9% 550 mg infusion,B cell
rituximab (truxima) in sodium chloride 0.9% 600 mg infusion,B cell
rituximab (truxima) in sodium chloride 0.9% 650 mg infusion,B cell
rituximab (truxima) in sodium chloride 0.9% 700 mg infusion,B cell
rituximab (truxima) in sodium chloride 0.9% 800 mg infusion,B cell
rituximab (truxima) in sodium chloride 0.9% 900 mg infusion,B cell
rituximab (truxima) inj!801mg to 900mg bag,B cell
rituximab (truxima) injection 500mg in 50ml,B cell
rituximab (truxima) intravenous,B cell
rituximab (truxima) intravenous,B cell
rituximab (truxima) intravenous infusion,B cell
rituximab (truxima) iv 500ml n/s easyflex n(max 2g)(pu),B cell
rituximab (truxima) iv infusion,B cell
rituximab (truxima) iv infusion ...mg in ......ml,B cell
rituximab (truxima) iv infusion ...mg in ......ml!,B cell
rituximab (truxima) iv infusion! 600mg ns (patient),B cell
rituximab (truxima) iv infusion! 700mg ns (patient),B cell
rituximab (truxima) iv infusion! 800mg ns (patient),B cell
rituximab (truxima) mg in n'saline 0.9% 250ml,B cell
rituximab (truxima) ymg in,B cell
rituximab (truxima)!extemp bag 1000ml,B cell
rituximab (truxima)!extemp bag 100ml,B cell
rituximab (truxima)!extemp bag 500ml,B cell
rituximab (truxima)...mg in 500ml nacl 0.9% bag civas,B cell
rituximab (truxima)...mg in 500ml nacl 0.9% bag civasaseptic fee,B cell
rituximab (truxima)...mg in 500ml nacl 0.9% bag civasgain share,B cell
rituximab (truxima)1000mg-340ml nacl 0.9% bath asu,B cell
rituximab (truxima)1000mg/340ml nacl 0.9% bath asu,B cell
rituximab (truxima)iv infusion 250ml n/s  (max 1g)(pu),B cell
rituximab (truxima)iv infusion 500ml n/s  (pu),B cell
rituximab (truxima)iv infusion 500ml n/s (max 2g) (pu),B cell
rituximab (truximab),B cell
rituximab ...............mg in 500ml saline 0.9% inf (1),B cell
rituximab ......mg in 500ml saline 0.9% inf (truxima)(1),B cell
rituximab [mabthera] 500 mg/50ml solution for infusion vials,B cell
rituximab [mabthera] injection 1400 mg in 11.7ml injection,B cell
rituximab [rixathon] 100 mg/10ml solution for infusion,B cell
rituximab [rixathon] 100 mg/10ml solution for infusion vials,B cell
rituximab [rixathon] 500 mg/50ml solution for infusion,B cell
rituximab [rixathon] 500 mg/50ml solution for infusion vials,B cell
rituximab [truxima] 100 mg/10ml solution for infusion,B cell
rituximab [truxima] 100 mg/10ml solution for infusion vials,B cell
rituximab [truxima] 100 mg/10ml solution for infusion vials (net of return),B cell
rituximab [truxima] 500 mg/50ml solution for infusion,B cell
rituximab [truxima] 500 mg/50ml solution for infusion vials,B cell
rituximab [truxima] 500 mg/50ml solution for infusion vials (net of return),B cell
rituximab 1.4g/11.7ml solution for injection vials,B cell
rituximab 1.4g/11.7ml solution for injection vials,B cell
rituximab 1.4g/11.7ml solution for injection vials 1 vial,B cell
rituximab 1000mg in 500ml saline 0.9% inf (1),B cell
rituximab 1000mg in 500ml sodium chloride 0.9% inf,B cell
rituximab 1000mg in 600ml sodium chloride 0.9% inf db(1),B cell
rituximab 1000mg in nacl 0.9% 500ml infusion (trux,B cell
rituximab 1000mg in nacl 0.9% 500ml infusion (truxima),B cell
rituximab 1000mg in nacl 0.9% 500ml infusion (truxima)gain share,B cell
rituximab 1000mg in nacl 0.9% 500ml infusion (truxima)gainshare,B cell
rituximab 1000mg in sod chlor infusion bag (mabthera),B cell
rituximab 1000mg in sod chlor infusion bag (truxima),B cell
rituximab 1000mg in sod chlor infusion bag (truxima)    ,B cell
rituximab 1000mg sod chloride 0.9% iv inf 250ml acs trux,B cell
rituximab 1000mg sodium chloride 0.9% iv inf 250ml acs,B cell
rituximab 1000mg/250ml -,B cell
rituximab 1000mg/350ml -,B cell
rituximab 1000mg/500ml in sodium chloride 0.9% (truxima),B cell
rituximab 100mg infusion (mabthera),B cell
rituximab 100mg/10ml conc for soln for inf. (rixathon) 2,B cell
rituximab 100mg/10ml conc for soln for inf. (truxi,B cell
rituximab 100mg/10ml conc for soln for inf. (truxima),B cell
rituximab 100mg/10ml conc for soln for inf. (truxima)(2),B cell
rituximab 100mg/10ml conc for soln inf. (truxima) (trx),B cell
rituximab 100mg/10ml conc for soln inf. truxima2,B cell
rituximab 100mg/10ml conc for soln truxima,B cell
rituximab 100mg/10ml conc soln inf. (truxima)(2),B cell
rituximab 100mg/10ml conc soln inf. truxima2,B cell
rituximab 100mg/10ml infusion (2 vials),B cell
rituximab 100mg/10ml infusion (2 vials)(mabthera),B cell
rituximab 100mg/10ml infusion (2 vials)(truxima),B cell
rituximab 100mg/10ml infusion (mabthera) (2 vials) (foc),B cell
rituximab 100mg/10ml solution for infusion vials,B cell
rituximab 100mg/10ml solution for infusion vials,B cell
rituximab 10mg/1ml concentrate for solution for infusion (rixathon),B cell
rituximab 10mg/1ml concentrate for solution for infusion (truxima),B cell
rituximab 10mg/1ml injection (10ml vial) truxima,B cell
rituximab 10mg/1ml injection (50ml vial) truxima,B cell
rituximab 10ml (truxima),B cell
rituximab 1400 mg in 11.7ml subcutaneous injection,B cell
rituximab 1400 mg in 14.7ml subcutaneous injection,B cell
rituximab 1400 mg subcutanteous injection,B cell
rituximab 1400mg in 11.7ml injection (1 vial),B cell
rituximab 1400mg in 11.7ml subcutaneous syringe,B cell
rituximab 1400mg vial,B cell
rituximab 1400mg/11.7ml (mabthera),B cell
rituximab 1400mg/11.7ml injection (1 vial),B cell
rituximab 1400mg/11.7ml pre filled syringe (1 pfs),B cell
rituximab 1400mg/11.7ml s/cut injection (1 vial)mabthera,B cell
rituximab 1400mg/11.7ml sc inj(mabthera)(1 vial),B cell
rituximab 1400mg/11.7ml sol for subcutaneous inj (,B cell
rituximab 1400mg/11.7ml soln!for!subcutaneous injection,B cell
rituximab 1400mg/11.7ml subcut. injection (mabthera),B cell
rituximab 1400mg/11.7ml subcut. injection (mabthera) (1),B cell
rituximab 1400mg/11.7ml subcut. injection (mabthera) (1),B cell
rituximab 1400mg/11.7ml subcutaneous injection (1 vial),B cell
rituximab 1400mg/11.7ml!sc vial,B cell
rituximab 1g in 600ml (mabthera) sodium chloride 0.9%,B cell
